30.728,40.226,3.7207,6
28.026,39.412,6.2537,6
21.581,47.227,3.62,6
22.244,44.872,3.6437,6
14.643,18.507,6.7078,6
18.212,15.879,5.5194,6
12.478,17.368,9.0054,6
32.941,40.703,9.5912,6
13.902,18.943,0.83983,6
25.4,46.973,8.2556,6
31.194,41.444,7.9126,6
35.638,36.625,1.1318,6
40.587,43.811,9.3867,6
45.826,8.8116,6.5723,6
44.681,7.9993,6.5109,6
31.455,17.411,6.7011,6
28.898,12.856,5.7226,6
25.21,47.762,4.8614,6
36.543,40.121,9.9604,6
33.288,16.401,8.7616,6
22.94,0.11137,1.898,6
2.819,21.636,4.418,6
48.413,16.276,5.8332,6
40.434,17.208,7.0084,6
44.023,19.688,7.7195,6
1.9478,15.596,8.6372,6
13.572,17.796,9.7802,6
46.445,19.837,9.6094,6
29.908,24.592,3.8941,6
35.197,39.857,10.325,6
25.557,48.269,8.8301,6
36.431,40.244,1.3805,6
18.548,15.905,0.99122,6
15.803,17.599,6.812,6
12.186,21.334,6.9925,6
16.11,17.566,2.8575,6
35.25,24.326,4.2476,6
35.692,22.986,4.4871,6
36.357,40.474,7.4105,6
23.534,48.628,10.074,6
43.783,6.8117,6.7852,6
13.548,19.435,9.7991,6
47.819,17.811,4.0397,6
31.533,18.69,7.5362,6
39.003,41.397,7.5038,6
41.582,41.231,1.7539,6
38.398,42.767,5.4867,6
30.853,24.135,4.7718,6
47.867,6.361,2.4149,6
44.169,19.404,0.35008,6
10.222,39.406,49.947,6
29.63,26.271,7.7911,6
4.8797,37.597,9.419,6
32.849,18.956,8.2056,6
1.3603,17.227,5.0083,6
2.2623,13.906,6.9221,6
40.208,7.8062,7.5308,6
33.116,24.52,9.1105,6
14.342,26.842,5.7475,6
28.977,20.973,49.743,6
34.245,25.169,6.301,6
13.756,18.57,4.5065,6
0.86396,14.02,6.6784,6
47.942,8.4154,9.8243,6
33.529,42.721,8.4287,6
27.99,22.203,7.6243,6
47.984,48.733,9.0887,6
2.6645,12.471,6.8342,6
14.367,25.594,4.9433,6
21.499,15.591,0.39237,6
18.656,44.968,5.1794,6
47.328,0.46152,7.0664,6
49.779,16.17,9.5591,6
27.154,49.386,6.7491,6
36.464,38.873,1.78,6
31.49,17.776,5.2895,6
0.05846,19.1,5.8358,6
13.963,25.79,9.2523,6
33.415,35.433,2.0851,6
28.817,41.934,8.8567,6
46.976,5.5648,3.2083,6
27.479,39.485,8.8227,6
43.93,42.277,0.75302,6
35.132,25.405,5.1958,6
42.311,8.3804,8.6078,6
45.466,48.607,49.242,6
27.784,21.961,1.4093,6
31.677,44.947,5.4143,6
2.7929,35.309,6.3643,6
30.145,21.019,8.439,6
26.237,1.4927,1.5584,6
43.363,6.8745,0.75124,6
24.73,49.134,4.7921,6
30.231,34.029,1.157,6
35.59,11.414,3.089,6
30.669,38.964,1.8625,6
1.4908,34.585,4.541,6
30.167,20.328,6.208,6
4.2298,39.749,6.1742,6
8.0431,23.432,6.514,6
3.6175,12.906,4.6877,6
36.863,23.542,8.7215,6
38.616,45.163,6.1131,6
35.592,10.445,4.1559,6
29.627,45.563,6.5701,6
49.638,11.435,9.0364,6
3.531,22.026,8.1607,6
37.413,38.801,2.8744,6
9.634,23.515,8.1484,6
18.976,24.609,1.8066,6
27.676,17.626,2.7439,6
46.722,8.4912,7.7378,6
16.754,17.73,4.1559,6
40.525,41.679,4.3146,6
25.272,41.53,49.643,6
27.156,40.862,4.6349,6
11.769,24.696,2.228,6
35.618,39.308,6.9234,6
14.284,16.543,1.5597,6
30.276,16.667,3.5205,6
0.16464,2.5536,3.657,6
47.682,19.245,4.1964,6
14.7,17.266,2.7727,6
0.71737,3.9193,3.4605,6
1.4571,7.1645,6.4525,6
36.263,44.607,6.8357,6
30.326,23.274,7.052,6
43.181,3.5476,1.2774,6
25.691,42.93,1.5764,6
45.66,1.6072,9.0388,6
29.111,44.182,6.4413,6
31.23,21.384,1.859,6
34.033,38.151,2.487,6
23.764,44.168,7.9112,6
25.721,2.1174,6.453,6
35.572,42.486,6.5467,6
12.252,15.413,6.3188,6
9.0946,43.446,2.9549,6
17.519,18.647,1.0166,6
16.595,17.741,8.0999,6
27.316,47.939,6.7202,6
1.6341,17.66,2.1413,6
30.932,15.897,1.1866,6
21.834,43.603,9.3799,6
16.714,24.519,4.3734,6
25.383,49.184,0.44015,6
4.1971,10.755,5.8797,6
3.8327,17.185,9.1557,6
7.6342,24.324,5.6459,6
0.61073,49.197,3.5392,6
49.03,13.771,5.2194,6
28.87,39.043,5.1074,6
30.184,12.087,5.7457,6
18.914,14.729,5.0796,6
28.569,11.123,3.4964,6
29.958,45.415,9.831,6
45.102,0.35918,9.4225,6
2.6333,16.521,9.5533,6
46.577,45.328,6.292,6
9.0058,18.205,4.0178,6
